material_id,formula_pretty,nsites,composition,density,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,efermi,is_gap_direct,is_metal,cbm,vbm,is_magnetic,total_magnetization,total_magnetization_normalized_formula_units,num_unique_magnetic_sites
mp-27816,Ag3BO3,7,Ag3 B1 O3,6.402022767932245,-5.442176185714286,-1.149020782738093,0.06813990955357,0.0,1.169379849999999,False,True,,,False,0.0006357,0.0006357,0.0
mp-561550,Ag3BO3,28,Ag12 B4 O12,6.648231554285297,-5.494430692857143,-1.2012752898809511,0.015885402410713,0.8717,1.15331678,False,False,1.979,1.1073,False,0.0,0.0,0.0
mp-780275,AgBO3,10,Ag2 B2 O6,5.035218550839825,-6.374372163999999,-1.501129671166666,0.085240030499998,0.0,1.30686632,False,True,,,False,0.0013824,0.0006912,0.0
mp-1100399,HfAgB,3,Hf1 Ag1 B1,8.957842786365353,-23.742595047777773,0.8752871963888961,1.455574813055559,0.0,3.06224967,False,True,,,False,9.1e-05,9.1e-05,0.0
mp-1229225,Ag5BS4,20,Ag10 B2 S8,5.78595760142882,-3.849457436,-0.105090334749998,0.253833717139996,0.0,2.83779225,False,True,2.8341000000000003,2.8496,False,0.8500819,0.42504095,0.0
mp-631568,AlAgB,3,Al1 Ag1 B1,5.245118397368363,-10.966022374633331,0.8454208495333331,0.9112557830999992,0.0,5.0156043,False,True,,,False,0.0006854,0.0006854,0.0
mp-961701,ZrAgB,3,Zr1 Ag1 B1,6.136514817990506,-16.307428273611112,0.843246142222222,1.419550030555555,0.0,2.79610725,False,True,,,False,1.8e-06,1.8e-06,0.0
mp-985292,AgBO3,5,Ag1 B1 O3,6.548744367105115,-5.419856482,-0.546613989166666,1.039755712499998,0.0,4.27022569,False,True,,,True,1.9870728,1.9870728,2.0
mp-631581,Ag2BBr,4,Ag2 B1 Br1,6.828267002085728,-2.5316147425,0.968938673125001,1.298749192291667,0.0,4.1528842,False,True,,,False,0.0067894,0.0067894,0.0
mp-559803,AgBO2,128,Ag32 B32 O64,5.293435268272394,-6.737913927578124,-1.8833510627864567,0.009954755390622,1.285299999999999,1.93669958,True,False,2.5577,1.2724,False,0.8375904,0.0261747,0.0
mp-12021,AgBF4,24,Ag4 B4 F16,4.612169661838752,-9.337512175416666,-2.469788318333332,0.0,3.157,-1.17094774,True,False,1.8587,-1.2983,False,0.0,0.0,0.0
mp-5160,AgBF5,14,Ag2 B2 F10,4.053972218692769,-8.609666045,-2.276470174642857,0.0,0.0,-2.33476905,False,True,,,False,0.516401,0.2582005,0.0
mp-12062,AgB2,3,Ag1 B2,6.668703845978472,-11.492373315,0.523821864999999,0.523821865,0.0,5.46587824,False,True,,,False,0.0006201,0.0006201,0.0
mp-10413,AgB(CN)4,10,Ag1 B1 C4 N4,1.90557316828904,-10.346492591041669,0.154124887708333,0.436720686333334,4.2798,-2.20769146,False,False,1.9932,-2.2866,False,0.0,0.0,0.0
mp-24058,AgBH2OF4,72,Ag8 B8 H16 O8 F32,3.632520551919322,-5.376078828055557,-2.163186291203704,0.0,3.044,-1.38990709,True,False,1.6468,-1.3972,False,0.0,0.0,0.0
mp-559834,AgBTe4C(OF4)5,128,Ag4 B4 Te16 C4 O20 F80,3.458251751199684,-5.109084869609375,-2.16085398859375,0.085251042421876,2.5739,-1.60138207,True,False,0.8884000000000001,-1.6855,False,0.0005771,0.000144275,0.0
mp-1215142,AgBHC12(NF2)9,168,Ag4 B4 H4 C48 N36 F72,2.175558049275718,-6.704606193035716,-1.1526269053472231,0.150790040119044,3.4749,-0.59444737,True,False,2.6236,-0.8513000000000001,False,0.0038198,0.00095495,0.0
mp-557494,AgBTe4C2(O3F10)2,136,Ag4 B4 Te16 C8 O24 F80,3.19322675684434,-5.283591641764706,-2.091758352279411,0.160985800465687,2.8918,-1.95570819,False,False,0.8834000000000001,-2.0084,False,0.003374599999999,0.00084365,0.0
mp-759882,AgBH8C4(N2F)4,52,Ag2 B2 H16 C8 N16 F8,2.136742848920456,-6.520455260192307,-0.8293312986858971,0.077754530576927,3.8049,-0.8193157600000001,False,False,2.9602,-0.8447,False,0.0,0.0,0.0
mp-1194753,AgB3O5,36,Ag4 B12 O20,4.390398371393116,-7.692172197222222,-2.4009590843518502,0.018237387291663,2.3274,2.11267989,False,False,4.3741,2.0467,False,0.0,0.0,0.0
mp-1194638,Ag3B5O9,68,Ag12 B20 O36,4.770354001578002,-7.250091568235295,-2.16436092504902,0.007357592022056,1.8021,1.78947046,False,False,3.5916,1.7895,False,0.0022542,0.00056355,0.0
mp-1194697,AgB5H6N2Cl5,152,Ag8 B40 H48 N16 Cl40,1.871555433953394,-5.069856802828948,-0.726163926249999,0.156560678004383,2.7748,-0.49374299,True,False,2.281,-0.4938,False,0.300867999999999,0.037608499999999,0.0
mp-703539,AgB11H6CBr6,100,Ag4 B44 H24 C4 Br24,2.66732827232553,-5.1195693396,-0.489973033799999,0.0,3.296399999999999,-0.74745511,False,False,2.4976000000000003,-0.7988000000000001,False,6.06e-05,1.5150000000000002e-05,0.0
mp-679997,CsAg2(B5O8)3,168,Cs4 Ag8 B60 O96,2.836523708866433,-8.027523707440476,-2.657623859594964,0.0,3.6769,1.22089038,False,False,3.8739,0.197,False,0.0416874,0.01042185,0.0
mp-567334,Ag(BCl)6,104,Ag8 B48 Cl48,2.666185535806875,-8.609922744615385,-0.736950766538461,0.0,2.7028,0.44599951,True,False,3.0934,0.3906,False,0.0,0.0,0.0
mp-554259,SrAgB7O12,84,Sr4 Ag4 B28 O48,3.4998031720088623,-8.04551173857143,-2.775671727896826,0.0,3.0004,1.7333392,False,False,4.6944,1.694,False,0.0,0.0,0.0
mp-759792,Ag2B8O13,92,Ag8 B32 O52,3.391398519078204,-7.866259528586957,-2.499107242137681,0.011548473586955,2.858,3.93892669,False,False,3.9386,1.0806,False,0.0014945,0.000373625,0.0
mp-851575,Ag2B8O13,92,Ag8 B32 O52,3.391398519078204,-6.64134937652174,-1.274197090072464,1.236458625652172,0.414099999999999,2.52673037,False,False,2.9344,2.520299999999999,False,0.005487499999999,0.001371875,0.0
mp-554873,Ag2B8O13,92,Ag8 B32 O52,3.401789519714084,-7.877808002173912,-2.510655715724636,0.0,3.4397,0.62937272,False,False,3.886,0.4463,False,0.0,0.0,0.0
mp-1247866,Ag2B8O13,92,Ag8 B32 O52,3.27284456333392,-7.87039608,-2.503243793550724,0.007411922173912,2.9324,3.60991301,False,False,3.6098,0.6774,False,0.0022775,0.000569375,0.0
mp-699468,CsAg(BH)10,88,Cs4 Ag4 B40 H40,2.329383533386503,-7.219318261360192,-0.197545709882919,0.086146454548893,3.953,-0.77854536,False,False,3.1705,-0.7825000000000001,False,0.0002631,6.5775e-05,0.0
mp-738633,AgB10H26C6N,176,Ag4 B40 H104 C24 N4,1.347395925257623,-5.171028837613636,-0.133861646496211,0.143578527184342,3.9999,-0.88972049,True,False,3.0477,-0.9522,False,0.0886782,0.02216955,0.0
mp-1204520,AgB10P2H40C15NCl2O3,296,Ag4 B40 P8 H160 C60 N4 Cl8 O12,1.261627772768507,-5.344654892736486,-0.187648865407014,0.299161901033784,1.9977,-0.68550915,False,False,1.0084,-0.9893,False,1.86e-05,4.65e-06,0.0
mp-1228988,AlAg3,20,Al5 Ag15,8.683933897840129,-17.7724069715,-0.072474530250002,0.0,0.0,4.54067521,False,True,4.5288,4.5429,False,0.0,0.0,0.0
mp-1228947,AlAg4,5,Al1 Ag4,8.671245147627953,-18.41552362793333,0.015597754066666,0.073577378266669,0.0,4.07520787,False,True,,,False,0.000538,0.000538,0.0
mp-1228901,AlAg,2,Al1 Ag1,6.819245943325724,-14.07397369,-0.0299859525,0.018330401,0.0,5.93618702,False,True,,,False,0.0,0.0,0.0
mp-985805,AlAg2,6,Al2 Ag4,8.170901523456344,-16.538049853333334,-0.056765646666666,0.007656157999999,0.0,5.60404494,False,True,,,False,0.000106199999999,5.31e-05,0.0
mp-1228927,AlAg3,4,Al1 Ag3,8.320607458548649,-17.681613237,0.018319204250001,0.0907937345,0.0,4.6476709,False,True,,,False,1.04e-05,1.04e-05,0.0
mp-1247813,AlAg7Se5,13,Al1 Ag7 Se5,0.100697878600463,-15.169524652980773,2.352093770072114,2.678560796057692,0.0424,-4.66182388,True,False,-4.6476,-4.69,True,13.3652042,13.3652042,12.0
mp-675325,Al(Ag3S2)3,16,Al1 Ag9 S6,5.602808406708189,-15.706440715625,-0.260239715742185,0.054541445937498,0.9488,2.8581436,False,False,2.8584,1.9096,False,0.0002075,0.0002075,0.0
mp-14091,AlAgSe2,8,Al2 Ag2 Se4,4.941582476882665,-14.92098608625,-0.7432121020312501,0.0,1.135199999999999,2.18218391,True,False,3.2434,2.1082,False,0.0,0.0,0.0
mp-14092,AlAgTe2,8,Al2 Ag2 Te4,5.285977139432593,-20.1698675125,-0.439261488750002,0.0,1.0469,3.47746818,True,False,4.4015,3.3546,False,0.0,0.0,0.0
mp-5782,AlAgS2,8,Al2 Ag2 S4,3.900206524762422,-11.94301553125,-0.904003048906249,0.0,1.8992,2.88185789,True,False,4.7058,2.8066,False,3e-07,1.5e-07,0.0
mp-7885,AlAgS2,4,Al1 Ag1 S2,4.4128726240685054,-11.872591379999983,-0.833578897656234,0.070424151249993,1.7077,4.16099646,False,False,5.8105,4.1028,False,7e-07,7e-07,0.0
mp-1096820,AlAgS2,4,Al1 Ag1 S2,4.378101175329276,-11.857818637499983,-0.8188061551562341,0.085196893749992,1.634999999999999,4.05794546,True,False,5.5905000000000005,3.9555,False,0.0015332,0.0015332,0.0
mp-1096824,AlAgO2,4,Al1 Ag1 O2,6.215196653089008,-6.3445476025,-2.223438722916666,0.081438373749977,1.0623,3.96447148,False,False,4.9329,3.8706,False,0.000240999999999,0.000240999999999,0.0
mp-1214923,AlAgF4,24,Al4 Ag4 F16,4.562042300660036,-9.668108927916672,-2.902761048750007,0.048623739583337,2.4951,2.78338772,True,False,2.7836,0.2885,False,0.0004519,0.000112975,0.0
mp-1343327,AlAgO3,30,Al6 Ag6 O18,5.299274482147776,-5.907362490666667,-1.620883186,0.279733864666666,0.048099999999999,3.34099027,False,False,3.389,3.3409,False,4.810000000000002e-05,8.016666666666666e-06,0.0
mp-1225185,EuAlAg4,6,Eu1 Al1 Ag4,8.073368632170327,-21.973993285,-0.194578347500003,0.047695509444434,0.0,3.80285927,False,True,,,True,7.1580591,7.1580591,1.0
mp-1404877,AlAgO3,10,Al2 Ag2 O6,5.213036809008493,-5.667360678,-1.3808813733333332,0.519735677333334,0.0,4.50214569,False,True,,,False,0.0614073,0.03070365,0.0
mp-9631,AlAgO2,8,Al2 Ag2 O4,6.30693839740901,-6.425985976249988,-2.304877096666654,0.0,1.4090999999999991,4.20479798,False,False,5.5138,4.1047,False,0.0,0.0,0.0
mp-1214959,Al(Ag3Se2)3,64,Al4 Ag36 Se24,7.000551288095094,-18.0920103959375,-0.291738269648437,0.0,0.0,2.21505252,False,True,,,False,0.0,0.0,0.0
mp-31168,Li2AlAg,4,Li2 Al1 Ag1,4.064221003825025,-8.46251535,-0.247168274583334,0.0,0.0,4.09973473,False,True,,,False,4e-07,4e-07,0.0
mp-1183169,AlAgO3,5,Al1 Ag1 O3,5.752918850209689,-5.90149902,-1.615019715333333,0.285597335333333,0.0,3.47888857,False,True,,,True,1.999909199999999,1.999909199999999,2.0
mp-1418444,AlAgO3,5,Al1 Ag1 O3,4.730922084847537,-4.537316028,-0.250836723333333,1.6497803273333331,0.0,2.45446416,False,True,,,False,0.0002758,0.0002758,0.0
mp-1185007,LaAlAg2,4,La1 Al1 Ag2,7.059591286680089,-20.09799763791667,-0.300839431666666,0.070266585416668,0.0,5.6408324,False,True,,,False,0.0006143,0.0006143,0.0
mp-1186292,NdAlAg2,4,Nd1 Al1 Ag2,7.522213111615509,-20.038722489489665,-0.323257088864664,0.040360287598041,0.0,3.99501625,False,True,,,False,0.00104,0.00104,0.0
mp-1187708,Y2AlAg,4,Y2 Al1 Ag1,5.385197980938355,-17.5688233625,-0.390029013750002,0.007891503749998,0.0,4.10787013,False,True,,,False,7.699999999999999e-06,7.699999999999999e-06,0.0
mp-1187937,YbAlAg2,4,Yb1 Al1 Ag2,9.181341484660162,-21.8471724625,-0.353864611249999,0.011556023749996,0.0,4.06031968,False,True,,,False,0.0,0.0,0.0
mp-11947,LiAlAg2,4,Li1 Al1 Ag2,6.698327906016393,-13.1954704925,-0.237830734166665,0.0,0.0,5.00448206,False,True,,,False,7e-07,7e-07,0.0
mp-1205591,AlAg3F6,10,Al1 Ag3 F6,5.232616382497684,-11.090044289000009,-2.134454542500006,0.085422551500002,0.268099999999999,0.60546983,False,False,0.7535000000000001,0.4854,False,6.690000000000001e-05,6.690000000000001e-05,0.0
mp-31169,ScAlAg2,4,Sc1 Al1 Ag2,6.765377841810662,-15.5389329975,-0.328348003749999,0.0,0.0,4.89151498,False,True,,,False,3.5e-06,3.5e-06,0.0
mp-861934,HoAlAg2,4,Ho1 Al1 Ag2,8.765273938093529,-3.834000182499998,-0.326717519583329,0.0,0.0,4.28061586,False,True,,,False,8.4e-06,8.4e-06,0.0
mp-862263,DyAlAg2,4,Dy1 Al1 Ag2,8.634454695835776,-3.839509472500001,-0.327052793749999,0.000884210027777,0.0,4.29255726,False,True,,,False,2e-07,2e-07,0.0
mp-862749,SmAlAg2,4,Sm1 Al1 Ag2,7.99234798112293,-20.12424914,-0.330054905,0.039328794123047,0.0,4.03371712,False,True,,,False,0.0,0.0,0.0
mp-862837,PmAlAg2,4,Pm1 Al1 Ag2,7.796558636360148,-20.0724134425,-0.326297171874998,0.0,0.0,4.01984149,False,True,,,False,8e-07,8e-07,0.0
mp-865504,YAlAg2,4,Y1 Al1 Ag2,7.015433313316515,-17.7834490025,-0.344085607499998,0.019086362892679,0.0,4.34794399,False,True,,,False,6e-07,6e-07,0.0
mp-865919,MgAlAg2,4,Mg1 Al1 Ag2,6.596248961474187,-2.933240492499999,-0.167760192083331,0.0,0.0,5.32381355,False,True,,,False,1e-07,1e-07,0.0
mp-865968,CeAlAg2,4,Ce1 Al1 Ag2,7.422763959969616,-4.0416261525,-0.199525888333331,0.053762931666666,0.0,5.56379685,False,True,,,True,0.7840444,0.7840444,1.0
mp-972907,Sc2AlAg,4,Sc2 Al1 Ag1,4.661056742006514,-13.090390005,-0.369152458749999,0.0,0.0,4.78606661,False,True,,,False,9.9e-06,9.9e-06,0.0
mp-976931,LuAlAg2,4,Lu1 Al1 Ag2,9.288979667231516,-22.22372603,-0.342792829166668,0.006698714999998,0.0,4.40986989,False,True,,,False,8e-06,8e-06,0.0
mp-977394,TbAlAg2,4,Tb1 Al1 Ag2,8.476264338455511,-3.844790924999998,-0.327462222499996,0.005857978824077,0.0,4.23130063,False,True,,,False,1e-07,1e-07,0.0
mp-977535,ErAlAg2,4,Er1 Al1 Ag2,8.904118512305406,-3.830386584999999,-0.330594085833331,0.0,0.0,4.31700757,False,True,,,False,0.0,0.0,0.0
mp-980426,TmAlAg2,4,Tm1 Al1 Ag2,9.010315312603089,-21.494235095,-0.353009867499999,0.0,0.0,4.33048797,False,True,,,False,3e-07,3e-07,0.0
mp-11794,AlAgO2,16,Al4 Ag4 O8,5.244897918757595,-6.36159773125,-2.240488851666666,0.064388244999976,0.825199999999999,2.53292638,False,False,3.2175,2.3923,False,0.0015546,0.00038865,0.0
mp-1222060,MgAlAg,12,Mg4 Al4 Ag4,4.71651344898716,-2.868645165833333,-0.128983991388888,0.024628490833332,0.0,5.04180189,False,True,,,False,0.0049718,0.00124295,0.0
mp-1239228,AlAgO2,128,Al32 Ag32 O64,4.681052146389144,-6.095074809453124,-1.97396592986979,0.330911166796852,0.252,1.96963465,True,False,2.2184,1.9664,False,0.001126099999999,3.5190625e-05,0.0
mp-1253488,AlAgO3,20,Al4 Ag4 O12,4.898784496633195,-6.0475763135,-1.761097008833333,0.139520041833333,0.0622,1.8908272,False,False,1.953,1.8908,False,0.000428799999999,0.000107199999999,0.0
mp-1343733,AlAgO3,20,Al4 Ag4 O12,5.109883300879145,-6.0240798,-1.7376004953333322,0.163016555333333,0.032,2.25659612,False,False,2.2885,2.2565,False,4.810000000000002e-05,1.2025000000000004e-05,0.0
mp-1095788,Y2AlAg,4,Y2 Al1 Ag1,0.410302560741237,-14.977833291041668,2.200961057708332,2.598881575208333,0.1,-2.58720061,False,False,-2.5871,-2.6871,True,4.0003887,4.0003887,1.0
mp-1096668,AlAgAu2,4,Al1 Ag1 Au2,0.985097250711628,-31.3954504271875,0.9190235165625,1.187658777500001,1.413399999999999,-2.95726706,False,False,-2.9571,-4.3705,False,4.47e-05,4.47e-05,0.0
mp-1219227,Sm2AlAg3,6,Sm2 Al1 Ag3,8.015090399599885,-22.062940918333336,-0.352011184166665,0.0,0.0,3.857845219999999,False,True,,,False,0.0,0.0,0.0
mp-1042222,Ba2AlAg3O8,14,Ba2 Al1 Ag3 O8,6.113649023196891,-5.3741174592857135,-1.395829831785713,0.35344344276786,0.0,2.3568527,False,True,,,False,9.460000000000004e-05,9.460000000000004e-05,0.0
mp-1047674,AlAg(WO4)2,24,Al2 Ag2 W4 O16,7.439694231120202,-8.118998727916667,-2.111626893888888,0.117239209374988,1.5659,4.09785531,True,False,5.6038,4.0379,False,0.0008769,0.00043845,0.0
mp-1228164,AlSiAgO4,42,Al6 Si6 Ag6 O24,2.8795765794744232,-7.229074314999999,-2.6854063780952373,0.03430825309524,2.5438,-0.33481568,True,False,2.2043,-0.3395,False,0.0013273,0.000221216666666,0.0
mp-1047169,AlAg(WO4)2,12,Al1 Ag1 W2 O8,7.251473479899772,-8.0460901675,-2.038718333472221,0.190147769791655,1.5724,3.85680575,False,False,5.3239,3.7515,False,5.4100000000000014e-05,5.4100000000000014e-05,0.0
mp-1228941,AlSi3AgO8,26,Al2 Si6 Ag2 O16,3.28634073550838,-7.754215648076922,-2.950511368205127,0.024487899615384,3.0442,1.75081986,False,False,4.7947,1.7505000000000002,False,0.0008026,0.0004013,0.0
mp-1337071,AlSi3AgO8,26,Al2 Si6 Ag2 O16,3.2863406636487262,-0.456189488076923,4.347514791794872,7.322514059615384,0.0,3.18699142,False,True,,,False,0.1152192,0.0576096,0.0
mp-1045607,AlCu3(AgO3)4,20,Al1 Cu3 Ag4 O12,6.10257345870771,-4.916305824,-0.5767818933333331,0.358332591177083,0.0,3.05386212,False,True,,,False,0.0013212,0.0013212,0.0
mp-1228999,AlCr4AgS8,14,Al1 Cr4 Ag1 S8,3.833068363579046,-6.604058287142857,-1.011209352261903,0.0,0.0,4.92305933,False,True,4.9185,4.9489,True,11.9984871,11.9984871,1.0
mp-1110614,Rb2AlAgF6,10,Rb2 Al1 Ag1 F6,4.304681971673742,-5.055440099,-3.052170508666666,0.0,3.2492,-0.31106955,False,False,2.8905000000000003,-0.3587,False,0.0001381,0.0001381,0.0
mp-1111337,Na2AlAgF6,10,Na2 Al1 Ag1 F6,3.320435935192712,-8.278490910624999,-2.8812404791249997,0.12842412662499,2.2358,0.38777808,False,False,2.536,0.3002,False,2.56e-05,2.56e-05,0.0
mp-1111366,Li2AlAgF6,10,Li2 Al1 Ag1 F6,3.010735634020704,-7.917829226888891,-2.756073626722224,0.308726878499999,2.0864,0.12833333,False,False,2.2135,0.1271,False,1.35e-05,1.35e-05,0.0
mp-1111472,Rb2AlAgCl6,10,Rb2 Al1 Ag1 Cl6,3.209921621566446,-3.824767698999999,-1.860683853666666,0.052510366625001,2.4448,0.19271617,True,False,2.6475,0.2027,False,0.0025876,0.0025876,0.0
mp-1111545,Na2AlAgCl6,10,Na2 Al1 Ag1 Cl6,2.578888535399861,-8.695002871500002,-1.481905871500001,0.151799932999997,2.461,0.47023577,True,False,2.9262,0.4652,False,0.0021901,0.0021901,0.0
mp-1111586,Na2AlAgBr6,10,Na2 Al1 Ag1 Br6,3.608749013058208,-3.214740674,-1.305377246442528,0.19810042975,1.4745,-0.01048123,True,False,1.4738,-0.0007,False,0.0007007,0.0007007,0.0
mp-1111736,Rb2AlAgBr6,10,Rb2 Al1 Ag1 Br6,4.105777973553455,-3.363066897,-1.525940810666666,0.080527992625001,1.4709,-0.12074851,True,False,1.3601,-0.1108,False,0.0022077,0.0022077,0.0
mp-1111949,K2AlAgF6,10,K2 Al1 Ag1 F6,3.497391580281638,-5.079422496,-3.045985775616666,0.007038170000011,3.0675,-0.06653669,False,False,2.8924000000000003,-0.1751,False,0.0001849,0.0001849,0.0
mp-1111973,K2AlAgCl6,10,K2 Al1 Ag1 Cl6,2.708404236726697,-3.826661771,-1.8324107956166664,0.061772993500002,2.4737,0.26956714,True,False,2.7377,0.264,False,0.0013219,0.0013219,0.0
mp-1112104,K2AlAgBr6,10,K2 Al1 Ag1 Br6,3.6882670829480313,-3.358812076999999,-1.4915188606166652,0.102740740249999,1.4617,-0.12865348,True,False,1.344,-0.1177,False,0.0026695,0.0026695,0.0
mp-1113577,Cs2AlAgBr6,10,Cs2 Al1 Ag1 Br6,4.467877443626806,-3.375078051,-1.552463265097701,0.081096958624998,1.4697,0.13856739,True,False,1.604,0.1343,False,0.000572199999999,0.000572199999999,0.0
mp-1113614,Cs2AlAgF6,10,Cs2 Al1 Ag1 F6,4.914463263131241,-5.022833844999999,-3.0340755550977,0.0,3.4974,-0.17743407,False,False,3.208,-0.2894,False,6.690000000000001e-05,6.690000000000001e-05,0.0
mp-1113621,Cs2AlAgCl6,10,Cs2 Al1 Ag1 Cl6,3.643828234604165,-13.223552073500006,-1.7016005875000042,0.061541165749999,2.4585,0.34597333,True,False,2.813,0.3545,False,0.0003962,0.0003962,0.0
mp-1101762,PrAl2Ag,12,Pr3 Al6 Ag3,6.069436855905299,-4.196001960000001,-0.413611760833334,0.0,0.0,5.19555309,False,True,,,False,0.000268299999999,8.943333333333334e-05,0.0
mp-1225217,EuAl2Ag3,6,Eu1 Al2 Ag3,6.9366208503100655,-19.604515525555563,-0.262397057222228,0.038777927777779,0.0,4.20044048,False,True,,,True,7.2523171,7.2523171,1.0
mp-16766,LaAl2Ag3,6,La1 Al2 Ag3,6.882276968381353,-18.177205025000003,-0.297770308333331,0.068215189999996,0.0,6.0533639,False,True,,,False,0.0002069,0.0002069,0.0
mp-1228502,Al2SiAg7,20,Al4 Si2 Ag14,8.072558210439794,-17.164132733266662,0.008777393733336,0.066757017933333,0.0,4.99896656,False,True,,,False,0.0027077,0.00135385,0.0
mp-1223006,LaAl2Ag3,6,La1 Al2 Ag3,7.104578734255618,-18.245420215,-0.36598549833333,0.0,0.0,6.02017201,False,True,,,False,8.300000000000001e-05,8.300000000000001e-05,0.0
mp-1226637,CeAl2Ag3,6,Ce1 Al2 Ag3,7.223086911460356,-3.917725283333332,-0.258239522499997,0.0,0.0,5.68420675,False,True,,,True,1.1156543,1.1156543,1.0
mp-572634,Al2AgCl5O,72,Al16 Ag8 Cl40 O8,2.436939014793365,-4.730360440277778,-2.005386624351851,0.0,3.441,-0.37938926,True,False,3.054,-0.387,False,9.499999999999994e-06,1.187499999999999e-06,0.0
mp-1375904,Ca2AlAgO5,18,Ca4 Al2 Ag2 O10,4.103419694858535,-6.425318083333334,-2.4987049396296293,0.108209610119043,0.0,2.90718342,False,True,,,False,1.6e-06,8e-07,0.0
mp-1228964,AlAg(PSe3)2,10,Al1 Ag1 P2 Se6,4.385035805906184,-4.426495843,-0.5870029005014871,0.0,1.6205999999999992,2.59070035,False,False,4.2189,2.5983,False,0.0063774,0.0063774,0.0
mp-1209335,RbAlAgF6,36,Rb4 Al4 Ag4 F24,4.033120374732114,-5.013204863055555,-2.896297992962962,0.018372885666669,0.1874,-0.90886677,False,False,-0.9086,-1.096,True,4.0003005,1.000075125,5.0
mp-561999,CsAlAgF6,36,Cs4 Al4 Ag4 F24,4.318899336369671,-5.018406076111111,-2.909561039591315,0.01002712833333,0.0,-0.69325808,False,True,,,False,0.0015956,0.0003989,0.0
mp-1214829,AlNiAg2F7,22,Al2 Ni2 Ag4 F14,5.056321498261953,-5.092989166818182,-2.4922114857575752,0.0,1.9697,0.73459213,False,False,2.6923,0.7226,True,3.9999309,1.99996545,1.0
mp-1228926,AlIn(AgSe2)2,8,Al1 In1 Ag2 Se4,5.147794187247591,-16.7946558,-0.6360703095312481,0.002148663749999,0.508799999999999,2.23741165,True,False,2.689,2.1802,False,3.6e-06,3.6e-06,0.0
mp-1228935,AlIn(AgS2)2,8,Al1 In1 Ag2 S4,4.297734585710501,-13.749638288125002,-0.7298142995312501,0.001991401249998,1.0686,2.925157549999999,True,False,3.9491,2.8805,False,0.000147,0.000147,0.0
mp-1228963,AlAgSnSe4,7,Al1 Ag1 Sn1 Se4,4.768387617941063,-4.281377921428572,-0.769702025148809,0.0,1.1072,2.05262524,True,False,3.0981,1.9909,False,1.6400000000000002e-05,1.6400000000000002e-05,0.0
mp-1258227,Ca2AlAgO5,18,Ca4 Al2 Ag2 O10,4.066806746108892,-6.432084903333334,-2.5054717596296303,0.101442790119043,0.0,2.50067463,False,True,,,False,0.0007813,0.00039065,0.0
mp-1046370,Sr2AlCu2AgO7,26,Sr4 Al2 Cu4 Ag2 O14,5.5299730880357725,-6.01953492576923,-1.957418767051281,0.118210581923082,0.0,3.17645543,False,True,,,True,0.0721822,0.0360911,4.0
mp-1268088,BaAlCuAgO5,9,Ba1 Al1 Cu1 Ag1 O5,5.570511677453126,-5.949790345555556,-1.800179218518518,0.246662398281249,0.0,2.51339304,False,True,,,False,0.0684867,0.0684867,0.0
mp-2219107,MgAlAg(WO4)2,13,Mg1 Al1 Ag1 W2 O8,6.938561082698423,-7.8542337,-2.183546621282051,0.237241379487176,2.2906,3.57792329,False,False,5.8253,3.5347,True,2.0,2.0,2.0
mp-2220125,MgAlAg(WO4)2,13,Mg1 Al1 Ag1 W2 O8,6.264595025612308,-7.896820913846154,-2.226133835128204,0.194654165641022,2.391599999999999,2.532739379999999,False,False,4.879,2.4874,True,2.0,2.0,2.0
mp-1042181,BaAlCuAgO5,9,Ba1 Al1 Cu1 Ag1 O5,5.843749075863613,-5.732709106666666,-1.583097979629629,0.463743637170138,0.0,3.82904151,False,True,,,False,0.001123799999999,0.001123799999999,0.0
mp-1194539,Al2Ag2Bi2S3Cl8,34,Al4 Ag4 Bi4 S6 Cl16,3.653851771334378,-4.180390721764705,-1.3475888879901952,0.0,1.9031999999999991,1.33028886,True,False,3.2333,1.3301,False,8.310000000000001e-05,4.1550000000000014e-05,0.0
mp-1183130,Al3Ag,4,Al3 Ag1,4.6112324372586855,-10.340943023625002,0.047100010124999,0.071258186874999,0.0,6.86334818,False,True,,,False,1.27e-05,1.27e-05,0.0
mp-1218359,SrAl3Ag,5,Sr1 Al3 Ag1,4.228205135668483,-11.636818318,-0.297251676999999,0.0,0.0,4.60925295,False,True,,,False,0.0,0.0,0.0
mp-1219803,PrAl3Ag,5,Pr1 Al3 Ag1,5.324966167279082,-4.185117418000002,-0.410090092666667,0.0,0.0,5.41809789,False,True,,,False,0.0,0.0,0.0
mp-1226650,CeAl3Ag,5,Ce1 Al3 Ag1,5.31349794003353,-4.353065484000001,-0.349742476333332,0.0,0.0,6.45045461,False,True,,,True,1.030045,1.030045,1.0
mp-1215933,YAl3Ag,5,Y1 Al3 Ag1,4.628244711083616,-12.768957063853332,-0.395802444853332,0.004861144866662,0.0,5.48953131,False,True,,,False,0.0001712,0.0001712,0.0
mp-1217573,TbAl3Ag,5,Tb1 Al3 Ag1,5.820268714749841,-4.097075332,-0.353569573666665,0.000346980866663,0.0,5.49270183,False,True,,,False,0.000268499999999,0.000268499999999,0.0
mp-1224324,Hf2Al3Ag,6,Hf2 Al3 Ag1,8.719068372116766,-22.386981461666664,-0.411147642499997,0.004684203645844,0.0,6.27580119,False,True,,,False,0.023119,0.023119,0.0
